CustomerID,Lookalike1,Score1,Lookalike2,Score2,Lookalike3,Score3
C0025,C0119,0.9999999782352895,C0031,0.999999922512208,C0076,0.999999769005697
C0026,C0182,0.9999999987377751,C0127,0.9999999982533778,C0163,0.999999994860682
C0027,C0147,0.9999999978121339,C0075,0.9999999944830446,C0047,0.9999999882411224
C0028,C0065,0.9999999951728972,C0102,0.9999999949639766,C0067,0.9999999941033549
C0029,C0002,0.9999999730366043,C0034,0.9999999701927819,C0134,0.9999999132915115
C0030,C0176,0.9999999981434101,C0002,0.9999999531580483,C0062,0.9999999522626127
C0031,C0119,0.9999999821791992,C0076,0.9999999410059995,C0025,0.999999922512208
C0032,C0094,0.999999959999692,C0049,0.9999999029162893,C0010,0.9999997325233112
C0033,C0151,0.9999789977675091,C0014,0.9999595144601453,C0077,0.9999573173226295
C0034,C0029,0.9999999701927819,C0002,0.9999999643193442,C0109,0.9999999447545546
C0035,C0179,0.9999999983207358,C0192,0.9999999815559395,C0120,0.999999974930873
C0036,C0004,0.9999999993802926,C0132,0.9999999981126648,C0175,0.9999999972987181
C0037,C0184,0.9999999920127598,C0127,0.9999999901223392,C0182,0.9999999873455274
C0038,C0160,0.9999999954823782,C0086,0.9999999946071333,C0197,0.9999999853048658
C0039,C0162,0.999999995195454,C0072,0.9999999770917577,C0106,0.9999999756622586
C0040,C0016,0.9999999980738643,C0096,0.9999999903488191,C0141,0.9999999874273213
C0041,C0018,0.9999999997056781,C0191,0.9999999974922101,C0156,0.9999999973802459
C0042,C0096,0.9999999868068583,C0040,0.9999999862625915,C0066,0.9999999856690844
C0043,C0019,0.9999999632535753,C0071,0.999999953030829,C0142,0.9999999236731424
C0044,C0078,0.9999999875009541,C0168,0.9999999785077818,C0187,0.9999999762935833
C0045,C0133,0.9999999998772915,C0056,0.9999999986208689,C0129,0.9999999950857982
C0046,C0125,0.9999999999080756,C0122,0.9999999996947732,C0087,0.9999999989928751
C0047,C0165,0.9999999984005832,C0161,0.9999999973528896,C0017,0.9999999938103431
C0048,C0138,0.9999999961876987,C0104,0.9999999951194578,C0170,0.9999999932614173
C0049,C0010,0.9999999256230946,C0032,0.9999999029162893,C0094,0.9999998381599434
C0050,C0115,0.9999999982863373,C0100,0.9999999803604718,C0196,0.999999979044449
C0051,C0103,0.9999999978527366,C0061,0.9999999931821387,C0188,0.9999999869436739
C0052,C0186,0.9999999964720426,C0189,0.9999999873651545,C0112,0.9999999808573916
C0053,C0200,0.9999999994836235,C0149,0.9999999990485533,C0067,0.9999999977435512
C0054,C0188,0.9999999989634298,C0013,0.9999999965210231,C0183,0.9999999912575201
C0055,C0195,0.999999998979221,C0072,0.9999999903780975,C0039,0.9999999728999327
C0056,C0045,0.9999999986208689,C0133,0.9999999985200934,C0068,0.9999999971036424
C0057,C0139,0.9999999998560901,C0011,0.9999999991276073,C0167,0.9999999987798494
C0058,C0080,0.999999793415891,C0020,0.9999996711323954,C0130,0.9999993556811115
C0059,C0154,0.9999999932850432,C0138,0.9999999920077831,C0103,0.9999999918566539
C0060,C0097,0.9997490469578003,C0151,0.9997147709462726,C0033,0.999541261639146
C0061,C0103,0.9999999974351629,C0051,0.9999999931821387,C0100,0.9999999912675103
C0062,C0136,0.9999999961210557,C0190,0.9999999808358011,C0008,0.9999999762615921
C0063,C0194,0.9999999999534173,C0101,0.999999999686544,C0131,0.999999999639737
C0064,C0135,0.9999999995852208,C0155,0.9999999983824421,C0021,0.9999999966848625
C0065,C0028,0.9999999951728972,C0102,0.9999999930014805,C0067,0.9999999841121283
C0066,C0196,0.9999999963636458,C0042,0.9999999856690844,C0115,0.9999999774136165
C0067,C0149,0.9999999997056215,C0053,0.9999999977435512,C0200,0.9999999976149162
C0068,C0056,0.9999999971036424,C0133,0.9999999931588522,C0045,0.9999999925212149
C0069,C0127,0.9999999945639728,C0182,0.9999999938864147,C0001,0.9999999897920798
C0070,C0024,0.9999999997894694,C0090,0.9999999996340315,C0018,0.9999999971752327
C0071,C0019,0.9999999993734915,C0142,0.9999999964538643,C0073,0.9999999896410385
C0072,C0124,0.999999991926862,C0055,0.9999999903780975,C0195,0.9999999896177875
C0073,C0142,0.9999999982166653,C0075,0.9999999978267775,C0147,0.9999999945063122
C0074,C0185,0.999999999952082,C0085,0.9999999971447245,C0023,0.9999999954476768
C0075,C0147,0.9999999992436631,C0073,0.9999999978267775,C0027,0.9999999944830446
C0076,C0166,0.9999999892144747,C0172,0.9999999821117687,C0086,0.9999999806238556
C0077,C0111,0.9999997322562704,C0121,0.9999992754520454,C0049,0.9999991909481859
C0078,C0044,0.9999999875009541,C0168,0.9999999332287289,C0187,0.999999929367363
C0079,C0100,0.9999999940798622,C0154,0.999999975396798,C0050,0.9999999752976928
C0080,C0130,0.9999998787709992,C0058,0.999999793415891,C0020,0.99999963472127
C0081,C0116,0.999999999374124,C0090,0.9999999963380685,C0024,0.9999999957574927
C0082,C0117,0.999999998306684,C0021,0.9999999950563292,C0171,0.9999999925717866
C0083,C0144,0.9999996844368109,C0091,0.999999566941037,C0157,0.9999994818155155
C0084,C0106,0.9999999906913365,C0181,0.9999999889257956,C0098,0.9999999885982677
C0085,C0023,0.9999999998029869,C0185,0.9999999978365888,C0074,0.9999999971447245
C0086,C0197,0.9999999972528728,C0160,0.999999995902949,C0038,0.9999999946071333
C0087,C0122,0.9999999997965242,C0137,0.9999999995372411,C0125,0.9999999995094875
C0088,C0084,0.9999999837079886,C0113,0.9999999817856113,C0190,0.9999999795137293
C0089,C0140,0.9999999893826258,C0152,0.9999999355310608,C0079,0.9999998869619299
C0090,C0024,0.9999999999786497,C0070,0.9999999996340315,C0081,0.9999999963380685
C0091,C0144,0.9999999622949397,C0134,0.999999884139256,C0010,0.9999998109037227
C0092,C0148,0.9999999992357103,C0107,0.999999998443317,C0105,0.9999999963564392
C0093,C0143,0.9999999932119603,C0145,0.9999999923319518,C0028,0.9999999921673124
C0094,C0032,0.999999959999692,C0121,0.9999998765662534,C0049,0.9999998381599434
C0095,C0159,0.9999999934362376,C0052,0.9999999302775906,C0186,0.9999999077353042
C0096,C0016,0.9999999960260386,C0040,0.9999999903488191,C0042,0.9999999868068583
C0097,C0014,0.9999227031504825,C0151,0.9999085565152592,C0033,0.9998677263630864
C0098,C0106,0.9999999996689872,C0084,0.9999999885982677,C0039,0.9999999704013851
C0099,C0183,0.9999999938065007,C0022,0.9999999932865223,C0013,0.9999999917436528
C0100,C0079,0.9999999940798622,C0061,0.9999999912675103,C0154,0.9999999834328018
C0101,C0131,0.999999999998372,C0194,0.9999999998816359,C0177,0.9999999998549575
C0102,C0067,0.9999999966610319,C0028,0.9999999949639766,C0149,0.9999999949066699
C0103,C0051,0.9999999978527366,C0061,0.9999999974351629,C0059,0.9999999918566539
C0104,C0048,0.9999999951194578,C0163,0.9999999931883046,C0114,0.9999999909110304
C0105,C0148,0.9999999983174264,C0092,0.9999999963564392,C0163,0.9999999939179063
C0106,C0098,0.9999999996689872,C0084,0.9999999906913365,C0039,0.9999999756622586
C0107,C0092,0.999999998443317,C0108,0.9999999975065927,C0200,0.9999999965347272
C0108,C0200,0.9999999980473749,C0107,0.9999999975065927,C0022,0.9999999969470614
C0109,C0134,0.9999999719546218,C0034,0.9999999447545546,C0029,0.999999901715439
C0110,C0128,0.999999690980398,C0130,0.9999995675859698,C0080,0.9999991758684713
C0111,C0121,0.9999998665897282,C0094,0.9999997927261093,C0077,0.9999997322562704
C0112,C0189,0.9999999903489087,C0186,0.9999999874792507,C0052,0.9999999808573916
C0113,C0181,0.9999999955232917,C0190,0.9999999915226832,C0008,0.9999999908097209
C0114,C0183,0.9999999962750337,C0104,0.9999999909110304,C0054,0.9999999869475749
C0115,C0050,0.9999999982863373,C0196,0.999999989315901,C0066,0.9999999774136165
C0116,C0081,0.999999999374124,C0090,0.9999999926843778,C0024,0.9999999918726084
C0117,C0082,0.999999998306684,C0171,0.9999999979716541,C0118,0.9999999977189973
C0118,C0171,0.9999999999925869,C0123,0.9999999985212867,C0126,0.9999999979517796
C0119,C0031,0.9999999821791992,C0025,0.9999999782352895,C0076,0.9999998716458265
C0120,C0179,0.9999999820825927,C0069,0.9999999789620204,C0001,0.9999999750027605
C0121,C0094,0.9999998765662534,C0111,0.9999998665897282,C0032,0.9999996960328588
C0122,C0125,0.9999999999378578,C0087,0.9999999997965242,C0046,0.9999999996947732
C0123,C0126,0.9999999999537161,C0006,0.9999999998286864,C0118,0.9999999985212867
C0124,C0181,0.9999999940560251,C0072,0.999999991926862,C0113,0.9999999900374985
C0125,C0122,0.9999999999378578,C0046,0.9999999999080756,C0087,0.9999999995094875
C0126,C0006,0.999999999960493,C0123,0.9999999999537161,C0118,0.9999999979517796
C0127,C0182,0.9999999998106657,C0026,0.9999999982533778,C0069,0.9999999945639728
C0128,C0130,0.9999996928399786,C0110,0.999999690980398,C0080,0.9999991856747797
C0129,C0133,0.9999999961948666,C0045,0.9999999950857982,C0056,0.9999999906466728
C0130,C0080,0.9999998787709992,C0128,0.9999996928399786,C0110,0.9999995675859698
C0131,C0101,0.999999999998372,C0177,0.9999999998840621,C0194,0.9999999998522456
C0132,C0004,0.9999999996559141,C0036,0.9999999981126648,C0169,0.9999999959143859
C0133,C0045,0.9999999998772915,C0056,0.9999999985200934,C0129,0.9999999961948666
C0134,C0109,0.9999999719546218,C0029,0.9999999132915115,C0144,0.9999999098835187
C0135,C0155,0.9999999996058684,C0064,0.9999999995852208,C0021,0.9999999986153337
C0136,C0062,0.9999999961210557,C0190,0.9999999812635781,C0008,0.9999999794284584
C0137,C0087,0.9999999995372411,C0122,0.9999999987200549,C0125,0.9999999980938614
C0138,C0154,0.9999999981805279,C0170,0.9999999972293606,C0048,0.9999999961876987
C0139,C0057,0.9999999998560901,C0011,0.9999999996923467,C0167,0.999999999474013
C0140,C0089,0.9999999893826258,C0158,0.9999999425909678,C0152,0.9999999383811621
C0141,C0074,0.9999999916574194,C0185,0.9999999907389412,C0040,0.9999999874273213
C0142,C0073,0.9999999982166653,C0071,0.9999999964538643,C0019,0.999999992846293
C0143,C0145,0.9999999999313128,C0053,0.9999999958319864,C0149,0.9999999957389866
C0144,C0091,0.9999999622949397,C0134,0.9999999098835187,C0029,0.9999998370353032
C0145,C0143,0.9999999999313128,C0149,0.9999999967522897,C0053,0.999999996711762
C0146,C0007,0.9999999999371122,C0170,0.9999999831329083,C0152,0.9999999816134651
C0147,C0075,0.9999999992436631,C0027,0.9999999978121339,C0073,0.9999999945063122
C0148,C0092,0.9999999992357103,C0105,0.9999999983174264,C0107,0.999999995816168
C0149,C0067,0.9999999997056215,C0053,0.9999999990485533,C0200,0.9999999989305582
C0150,C0095,0.9999998863466785,C0020,0.9999998821426593,C0159,0.9999998763504744
C0151,C0033,0.9999789977675091,C0014,0.9999250220286509,C0097,0.9999085565152592
C0152,C0007,0.999999982980158,C0146,0.9999999816134651,C0079,0.999999975149623
C0153,C0177,0.9999999999953441,C0131,0.9999999998329385,C0101,0.9999999997983278
C0154,C0138,0.9999999981805279,C0170,0.9999999951158647,C0059,0.9999999932850432
C0155,C0021,0.9999999996986875,C0135,0.9999999996058684,C0064,0.9999999983824421
C0156,C0191,0.9999999999987774,C0193,0.9999999999251119,C0063,0.9999999992164833
C0157,C0003,0.9999999807142139,C0038,0.9999998690002629,C0002,0.9999998592483132
C0158,C0196,0.9999999788684188,C0115,0.999999977354064,C0050,0.9999999707550201
C0159,C0095,0.9999999934362376,C0052,0.9999999581191475,C0186,0.999999944818357
C0160,C0086,0.999999995902949,C0038,0.9999999954823782,C0197,0.9999999931194147
C0161,C0165,0.9999999998687287,C0017,0.9999999992588376,C0169,0.999999999022154
C0162,C0039,0.999999995195454,C0106,0.9999999637863725,C0055,0.9999999592494029
C0163,C0184,0.9999999963965078,C0026,0.999999994860682,C0105,0.9999999939179063
C0164,C0198,0.9999999946589126,C0178,0.9999999872560508,C0009,0.9999999838566049
C0165,C0161,0.9999999998687287,C0017,0.9999999985037289,C0047,0.9999999984005832
C0166,C0172,0.9999999928592284,C0076,0.9999999892144747,C0086,0.9999999768197707
C0167,C0011,0.9999999999709008,C0015,0.9999999997614569,C0139,0.999999999474013
C0168,C0187,0.9999999999457326,C0141,0.9999999835827973,C0044,0.9999999785077818
C0169,C0017,0.999999999983628,C0161,0.999999999022154,C0165,0.9999999981743268
C0170,C0138,0.9999999972293606,C0154,0.9999999951158647,C0048,0.9999999932614173
C0171,C0118,0.9999999999925869,C0123,0.9999999983044776,C0117,0.9999999979716541
C0172,C0166,0.9999999928592284,C0076,0.9999999821117687,C0086,0.9999999468755876
C0173,C0015,0.999999999924593,C0167,0.9999999994178118,C0011,0.9999999991283963
C0174,C0175,0.9999999993159359,C0036,0.9999999938959411,C0004,0.9999999893863856
C0175,C0174,0.9999999993159359,C0036,0.9999999972987181,C0004,0.9999999940913447
C0176,C0030,0.9999999981434101,C0002,0.9999999697293234,C0062,0.99999994774406
C0177,C0153,0.9999999999953441,C0131,0.9999999998840621,C0101,0.9999999998549575
C0178,C0009,0.9999999996832191,C0198,0.999999994106678,C0164,0.9999999872560508
C0179,C0035,0.9999999983207358,C0192,0.9999999893197579,C0120,0.9999999820825927
C0181,C0113,0.9999999955232917,C0124,0.9999999940560251,C0084,0.9999999889257956
C0182,C0127,0.9999999998106657,C0026,0.9999999987377751,C0069,0.9999999938864147
C0183,C0114,0.9999999962750337,C0099,0.9999999938065007,C0022,0.9999999934174273
C0184,C0163,0.9999999963965078,C0037,0.9999999920127598,C0026,0.9999999899504086
C0185,C0074,0.999999999952082,C0085,0.9999999978365888,C0023,0.9999999963338653
C0186,C0052,0.9999999964720426,C0112,0.9999999874792507,C0189,0.9999999823217027
C0187,C0168,0.9999999999457326,C0141,0.9999999851444034,C0044,0.9999999762935833
C0188,C0054,0.9999999989634298,C0013,0.9999999923449749,C0059,0.9999999896652625
C0189,C0112,0.9999999903489087,C0052,0.9999999873651545,C0186,0.9999999823217027
C0190,C0008,0.9999999994305908,C0113,0.9999999915226832,C0136,0.9999999812635781
C0191,C0156,0.9999999999987774,C0193,0.9999999999047523,C0063,0.9999999991533607
C0192,C0179,0.9999999893197579,C0035,0.9999999815559395,C0186,0.9999999789967029
C0193,C0156,0.9999999999251119,C0191,0.9999999999047523,C0063,0.999999999626058
C0194,C0063,0.9999999999534173,C0101,0.9999999998816359,C0131,0.9999999998522456
C0195,C0055,0.999999998979221,C0072,0.9999999896177875,C0124,0.9999999695026573
C0196,C0066,0.9999999963636458,C0115,0.999999989315901,C0050,0.999999979044449
C0197,C0086,0.9999999972528728,C0160,0.9999999931194147,C0199,0.9999999925240891
C0198,C0164,0.9999999946589126,C0178,0.999999994106678,C0009,0.9999999910572125
C0199,C0197,0.9999999925240891,C0086,0.9999999820978591,C0160,0.9999999720338691
C0200,C0053,0.9999999994836235,C0149,0.9999999989305582,C0108,0.9999999980473749
